"lat","mean_overpasses","min_overpasses","max_overpasses"
-54.75,6.19574652777778,6.02083333333333,6.35416666666667
-54.5,6.14916087962963,6.04166666666667,6.27083333333333
-54.25,6.11501736111111,5.95833333333333,6.27083333333333
-54,6.07306134259259,5.85416666666667,6.27083333333333
-53.75,6.02184606481481,5.85416666666667,6.20833333333333
-53.5,5.9877025462963,5.83333333333333,6.16666666666667
-53.25,5.94704861111111,5.8125,6.08333333333333
-53,5.91912615740741,5.77083333333333,6.02083333333333
-52.75,5.88078703703704,5.6875,6.04166666666667
-52.5,5.8353587962963,5.66666666666667,6
-52.25,5.80280671296296,5.64583333333333,5.95833333333333
-52,5.76880787037037,5.625,5.91666666666667
-51.75,5.73726851851852,5.66666666666667,5.83333333333333
-51.5,5.70674189814815,5.60416666666667,5.83333333333333
-51.25,5.66724537037037,5.5625,5.8125
-51,5.62789351851852,5.5,5.77083333333333
-50.75,5.59780092592593,5.4375,5.75
-50.5,5.57349537037037,5.4375,5.70833333333333
-50.25,5.54166666666667,5.41666666666667,5.70833333333333
-50,5.50925925925926,5.375,5.66666666666667
-49.75,5.47554976851852,5.33333333333333,5.64583333333333
-49.5,5.44169560185185,5.29166666666667,5.58333333333333
-49.25,5.41145833333333,5.29166666666667,5.5625
-49,5.38469328703704,5.29166666666667,5.52083333333333
-48.75,5.36053240740741,5.20833333333333,5.5
-48.5,5.32928240740741,5.16666666666667,5.4375
-48.25,5.30063657407407,5.20833333333333,5.4375
-48,5.26924189814815,5.16666666666667,5.39583333333333
-47.75,5.24956597222222,5.0625,5.41666666666667
-47.5,5.22352430555556,5.0625,5.39583333333333
-47.25,5.18793402777778,5.04166666666667,5.33333333333333
-47,5.1634837962963,5.08333333333333,5.27083333333333
-46.75,5.13990162037037,5.04166666666667,5.22916666666667
-46.5,5.1138599537037,4.97916666666667,5.22916666666667
-46.25,5.09360532407407,4.95833333333333,5.27083333333333
-46,5.06640625,4.91666666666667,5.25
-45.75,5.0357349537037,4.91666666666667,5.125
-45.5,5.01403356481481,4.89583333333333,5.14583333333333
-45.25,4.99016203703704,4.85416666666667,5.125
-45,4.96730324074074,4.875,5.08333333333333
-44.75,4.94487847222222,4.79166666666667,5.08333333333333
-44.5,4.9185474537037,4.8125,5.02083333333333
-44.25,4.90205439814815,4.8125,5
-44,4.88368055555556,4.79166666666667,5
-43.75,4.85590277777778,4.72916666666667,4.97916666666667
-43.5,4.83695023148148,4.6875,4.97916666666667
-43.25,4.81293402777778,4.70833333333333,4.9375
-43,4.79181134259259,4.66666666666667,4.89583333333333
-42.75,4.7728587962963,4.625,4.91666666666667
-42.5,4.75115740740741,4.625,4.89583333333333
-42.25,4.72699652777778,4.60416666666667,4.875
-42,4.71180555555556,4.60416666666667,4.83333333333333
-41.75,4.69618055555556,4.5625,4.8125
-41.5,4.67375578703704,4.5,4.77083333333333
-41.25,4.65219907407407,4.52083333333333,4.79166666666667
-41,4.62717013888889,4.47916666666667,4.75
-40.75,4.6216724537037,4.5,4.77083333333333
-40.5,4.60402199074074,4.45833333333333,4.72916666666667
-40.25,4.58072916666667,4.4375,4.66666666666667
-40,4.56712962962963,4.45833333333333,4.70833333333333
-39.75,4.54325810185185,4.4375,4.66666666666667
-39.5,4.53197337962963,4.375,4.66666666666667
-39.25,4.5162037037037,4.375,4.64583333333333
-39,4.49421296296296,4.375,4.60416666666667
-38.75,4.47540509259259,4.35416666666667,4.58333333333333
-38.5,4.45891203703704,4.375,4.58333333333333
-38.25,4.44748263888889,4.3125,4.60416666666667
-38,4.42664930555556,4.3125,4.54166666666667
-37.75,4.41174768518519,4.3125,4.5625
-37.5,4.39293981481481,4.25,4.5
-37.25,4.3828125,4.29166666666667,4.54166666666667
-37,4.36168981481481,4.27083333333333,4.47916666666667
-36.75,4.34722222222222,4.27083333333333,4.41666666666667
-36.5,4.34100115740741,4.16666666666667,4.4375
-36.25,4.31380208333333,4.20833333333333,4.4375
-36,4.31206597222222,4.16666666666667,4.41666666666667
-35.75,4.29788773148148,4.16666666666667,4.4375
-35.5,4.27647569444444,4.1875,4.39583333333333
-35.25,4.26880787037037,4.16666666666667,4.375
-35,4.25289351851852,4.125,4.375
-34.75,4.24175347222222,4.14583333333333,4.35416666666667
-34.5,4.23017939814815,4.125,4.375
-34.25,4.21050347222222,4.08333333333333,4.35416666666667
-34,4.19907407407407,4.08333333333333,4.33333333333333
-33.75,4.18677662037037,4.08333333333333,4.29166666666667
-33.5,4.17375578703704,4.08333333333333,4.3125
-33.25,4.15914351851852,4.0625,4.27083333333333
-33,4.14713541666667,4.0625,4.29166666666667
-32.75,4.13946759259259,4.02083333333333,4.25
-32.5,4.12008101851852,4.02083333333333,4.22916666666667
-32.25,4.11212384259259,4.02083333333333,4.20833333333333
-32,4.09939236111111,3.95833333333333,4.20833333333333
-31.75,4.0859375,3.9375,4.20833333333333
-31.5,4.07465277777778,3.9375,4.20833333333333
-31.25,4.06351273148148,3.9375,4.1875
-31,4.0552662037037,3.9375,4.16666666666667
-30.75,4.04166666666667,3.875,4.14583333333333
-30.5,4.0357349537037,3.89583333333333,4.14583333333333
-30.25,4.0234375,3.91666666666667,4.125
-30,4.00896990740741,3.89583333333333,4.14583333333333
-29.75,3.9994212962963,3.91666666666667,4.125
-29.5,3.9927662037037,3.875,4.14583333333333
-29.25,3.98191550925926,3.85416666666667,4.08333333333333
-29,3.96875,3.85416666666667,4.125
-28.75,3.96137152777778,3.8125,4.14583333333333
-28.5,3.94574652777778,3.79166666666667,4.16666666666667
-28.25,3.93967013888889,3.83333333333333,4.14583333333333
-28,3.93359375,3.8125,4.0625
-27.75,3.91869212962963,3.79166666666667,4.04166666666667
-27.5,3.91015625,3.79166666666667,4.0625
-27.25,3.90928819444444,3.79166666666667,4.04166666666667
-27,3.89583333333333,3.79166666666667,4
-26.75,3.88324652777778,3.77083333333333,4
-26.5,3.8783275462963,3.75,3.95833333333333
-26.25,3.86328125,3.75,3.95833333333333
-26,3.85662615740741,3.72916666666667,4.02083333333333
-25.75,3.84924768518519,3.72916666666667,3.97916666666667
-25.5,3.84071180555556,3.72916666666667,3.95833333333333
-25.25,3.83101851851852,3.72916666666667,3.97916666666667
-25,3.82291666666667,3.6875,3.9375
-24.75,3.81510416666667,3.6875,3.91666666666667
-24.5,3.81119791666667,3.66666666666667,3.91666666666667
-24.25,3.80396412037037,3.70833333333333,3.91666666666667
-24,3.79513888888889,3.66666666666667,3.875
-23.75,3.78833912037037,3.66666666666667,3.875
-23.5,3.77864583333333,3.66666666666667,3.875
-23.25,3.76663773148148,3.64583333333333,3.89583333333333
-23,3.76634837962963,3.64583333333333,3.875
-22.75,3.75159143518519,3.60416666666667,3.85416666666667
-22.5,3.74320023148148,3.60416666666667,3.875
-22.25,3.74522569444444,3.625,3.875
-22,3.73668981481481,3.625,3.875
-21.75,3.7310474537037,3.60416666666667,3.85416666666667
-21.5,3.72294560185185,3.58333333333333,3.85416666666667
-21.25,3.71209490740741,3.58333333333333,3.83333333333333
-21,3.70818865740741,3.60416666666667,3.8125
-20.75,3.70428240740741,3.60416666666667,3.79166666666667
-20.5,3.6947337962963,3.60416666666667,3.83333333333333
-20.25,3.68677662037037,3.5625,3.79166666666667
-20,3.68865740740741,3.5625,3.8125
-19.75,3.67476851851852,3.5625,3.83333333333333
-19.5,3.67057291666667,3.54166666666667,3.8125
-19.25,3.67071759259259,3.52083333333333,3.85416666666667
-19,3.65538194444444,3.52083333333333,3.79166666666667
-18.75,3.65538194444444,3.52083333333333,3.79166666666667
-18.5,3.64684606481481,3.52083333333333,3.77083333333333
-18.25,3.63975694444444,3.54166666666667,3.79166666666667
-18,3.6361400462963,3.54166666666667,3.77083333333333
-17.75,3.63208912037037,3.52083333333333,3.72916666666667
-17.5,3.62297453703704,3.52083333333333,3.72916666666667
-17.25,3.61805555555556,3.5,3.72916666666667
-17,3.61762152777778,3.52083333333333,3.75
-16.75,3.61443865740741,3.5,3.72916666666667
-16.5,3.60951967592593,3.52083333333333,3.79166666666667
-16.25,3.6015625,3.5,3.77083333333333
-16,3.5970775462963,3.5,3.77083333333333
-15.75,3.59447337962963,3.52083333333333,3.70833333333333
-15.5,3.58984375,3.5,3.75
-15.25,3.58492476851852,3.52083333333333,3.72916666666667
-15,3.57537615740741,3.47916666666667,3.70833333333333
-14.75,3.57653356481481,3.5,3.70833333333333
-14.5,3.57392939814815,3.47916666666667,3.72916666666667
-14.25,3.57190393518519,3.5,3.66666666666667
-14,3.56380208333333,3.47916666666667,3.64583333333333
-13.75,3.55830439814815,3.45833333333333,3.64583333333333
-13.5,3.55627893518519,3.47916666666667,3.64583333333333
-13.25,3.55222800925926,3.45833333333333,3.64583333333333
-13,3.54947916666667,3.45833333333333,3.66666666666667
-12.75,3.54181134259259,3.41666666666667,3.64583333333333
-12.5,3.53616898148148,3.4375,3.64583333333333
-12.25,3.53414351851852,3.4375,3.64583333333333
-12,3.53298611111111,3.41666666666667,3.625
-11.75,3.53399884259259,3.4375,3.64583333333333
-11.5,3.52430555555556,3.41666666666667,3.64583333333333
-11.25,3.51851851851852,3.41666666666667,3.64583333333333
-11,3.51519097222222,3.39583333333333,3.60416666666667
-10.75,3.5162037037037,3.45833333333333,3.60416666666667
-10.5,3.5162037037037,3.4375,3.60416666666667
-10.25,3.50752314814815,3.41666666666667,3.6875
-10,3.50564236111111,3.41666666666667,3.58333333333333
-9.75,3.50376157407407,3.39583333333333,3.60416666666667
-9.5,3.50405092592593,3.375,3.625
-9.25,3.50115740740741,3.39583333333333,3.66666666666667
-9,3.4955150462963,3.375,3.60416666666667
-8.75,3.49392361111111,3.375,3.625
-8.5,3.49016203703704,3.3125,3.625
-8.25,3.49030671296296,3.35416666666667,3.60416666666667
-8,3.4916087962963,3.35416666666667,3.625
-7.75,3.48784722222222,3.35416666666667,3.58333333333333
-7.5,3.48509837962963,3.375,3.60416666666667
-7.25,3.48162615740741,3.39583333333333,3.5625
-7,3.48263888888889,3.375,3.58333333333333
-6.75,3.4771412037037,3.375,3.625
-6.5,3.47280092592593,3.35416666666667,3.58333333333333
-6.25,3.47410300925926,3.35416666666667,3.60416666666667
-6,3.47178819444444,3.3125,3.64583333333333
-5.75,3.47482638888889,3.33333333333333,3.60416666666667
-5.5,3.46990740740741,3.33333333333333,3.60416666666667
-5.25,3.46831597222222,3.29166666666667,3.60416666666667
-5,3.4642650462963,3.3125,3.64583333333333
-4.75,3.46643518518519,3.33333333333333,3.64583333333333
-4.5,3.46571180555556,3.33333333333333,3.60416666666667
-4.25,3.45703125,3.33333333333333,3.60416666666667
-4,3.45616319444444,3.33333333333333,3.54166666666667
-3.75,3.45543981481481,3.33333333333333,3.5625
-3.5,3.45891203703704,3.35416666666667,3.54166666666667
-3.25,3.45847800925926,3.33333333333333,3.58333333333333
-3,3.45384837962963,3.33333333333333,3.58333333333333
-2.75,3.45124421296296,3.33333333333333,3.60416666666667
-2.5,3.45023148148148,3.29166666666667,3.58333333333333
-2.25,3.45601851851852,3.29166666666667,3.625
-2,3.45775462962963,3.29166666666667,3.625
-1.75,3.44907407407407,3.29166666666667,3.6875
-1.5,3.45023148148148,3.3125,3.625
-1.25,3.45182291666667,3.3125,3.5625
-1,3.45399305555556,3.3125,3.58333333333333
-0.75,3.45283564814815,3.3125,3.5625
-0.5,3.44806134259259,3.35416666666667,3.54166666666667
-0.25,3.44936342592593,3.39583333333333,3.52083333333333
0,3.45138888888889,3.375,3.54166666666667
0.25,3.4564525462963,3.35416666666667,3.58333333333333
0.5,3.4564525462963,3.35416666666667,3.5625
0.75,3.45153356481481,3.33333333333333,3.58333333333333
1,3.44849537037037,3.29166666666667,3.60416666666667
1.25,3.45095486111111,3.29166666666667,3.60416666666667
1.5,3.45905671296296,3.27083333333333,3.625
1.75,3.45674189814815,3.25,3.60416666666667
2,3.45543981481481,3.29166666666667,3.625
2.25,3.45066550925926,3.29166666666667,3.58333333333333
2.5,3.45167824074074,3.3125,3.60416666666667
2.75,3.45876736111111,3.35416666666667,3.625
3,3.45789930555556,3.35416666666667,3.5625
3.25,3.45847800925926,3.375,3.60416666666667
3.5,3.45428240740741,3.33333333333333,3.54166666666667
3.75,3.45616319444444,3.35416666666667,3.5625
4,3.4603587962963,3.35416666666667,3.58333333333333
4.25,3.45775462962963,3.33333333333333,3.58333333333333
4.5,3.45804398148148,3.33333333333333,3.58333333333333
4.75,3.45775462962963,3.3125,3.60416666666667
5,3.45891203703704,3.3125,3.60416666666667
5.25,3.46354166666667,3.33333333333333,3.58333333333333
5.5,3.46498842592593,3.3125,3.58333333333333
5.75,3.46643518518519,3.33333333333333,3.60416666666667
6,3.47005208333333,3.35416666666667,3.60416666666667
6.25,3.46903935185185,3.35416666666667,3.60416666666667
6.5,3.47280092592593,3.39583333333333,3.58333333333333
6.75,3.47453703703704,3.375,3.58333333333333
7,3.47743055555556,3.375,3.5625
7.25,3.47670717592593,3.375,3.5625
7.5,3.48148148148148,3.35416666666667,3.5625
7.75,3.48813657407407,3.33333333333333,3.60416666666667
8,3.48813657407407,3.375,3.625
8.25,3.48611111111111,3.35416666666667,3.60416666666667
8.5,3.48553240740741,3.35416666666667,3.58333333333333
8.75,3.4921875,3.375,3.64583333333333
9,3.49696180555556,3.375,3.6875
9.25,3.49638310185185,3.39583333333333,3.64583333333333
9.5,3.50115740740741,3.39583333333333,3.625
9.75,3.49956597222222,3.375,3.60416666666667
10,3.50520833333333,3.39583333333333,3.60416666666667
10.25,3.50969328703704,3.45833333333333,3.60416666666667
10.5,3.50925925925926,3.4375,3.60416666666667
10.75,3.51446759259259,3.45833333333333,3.625
11,3.51446759259259,3.39583333333333,3.60416666666667
11.25,3.52083333333333,3.375,3.64583333333333
11.5,3.5240162037037,3.4375,3.625
11.75,3.52734375,3.41666666666667,3.64583333333333
12,3.52907986111111,3.41666666666667,3.64583333333333
12.25,3.52864583333333,3.41666666666667,3.66666666666667
12.5,3.53674768518519,3.4375,3.64583333333333
12.75,3.53674768518519,3.41666666666667,3.64583333333333
13,3.53761574074074,3.39583333333333,3.66666666666667
13.25,3.54730902777778,3.4375,3.64583333333333
13.5,3.5474537037037,3.47916666666667,3.64583333333333
13.75,3.55584490740741,3.47916666666667,3.64583333333333
14,3.55729166666667,3.45833333333333,3.64583333333333
14.25,3.56655092592593,3.47916666666667,3.6875
14.5,3.56741898148148,3.47916666666667,3.64583333333333
14.75,3.56756365740741,3.47916666666667,3.66666666666667
15,3.57320601851852,3.5,3.6875
15.25,3.57624421296296,3.47916666666667,3.6875
15.5,3.58622685185185,3.47916666666667,3.6875
15.75,3.58521412037037,3.5,3.70833333333333
16,3.59288194444444,3.47916666666667,3.72916666666667
16.25,3.59997106481481,3.52083333333333,3.75
16.5,3.6021412037037,3.52083333333333,3.72916666666667
16.75,3.61125578703704,3.52083333333333,3.70833333333333
17,3.61053240740741,3.52083333333333,3.6875
17.25,3.61834490740741,3.54166666666667,3.6875
17.5,3.62239583333333,3.54166666666667,3.70833333333333
17.75,3.62659143518519,3.54166666666667,3.75
18,3.63599537037037,3.54166666666667,3.75
18.25,3.63512731481481,3.52083333333333,3.77083333333333
18.5,3.64351851851852,3.52083333333333,3.77083333333333
18.75,3.65031828703704,3.52083333333333,3.79166666666667
19,3.65827546296296,3.54166666666667,3.79166666666667
19.25,3.6595775462963,3.52083333333333,3.8125
19.5,3.66001157407407,3.52083333333333,3.79166666666667
19.75,3.66984953703704,3.54166666666667,3.77083333333333
20,3.67621527777778,3.52083333333333,3.8125
20.25,3.68041087962963,3.5625,3.77083333333333
20.5,3.68561921296296,3.58333333333333,3.79166666666667
20.75,3.69140625,3.60416666666667,3.79166666666667
21,3.70182291666667,3.625,3.79166666666667
21.25,3.70688657407407,3.60416666666667,3.875
21.5,3.71252893518519,3.5625,3.8125
21.75,3.72149884259259,3.58333333333333,3.85416666666667
22,3.73032407407407,3.58333333333333,3.91666666666667
22.25,3.73148148148148,3.54166666666667,3.97916666666667
22.5,3.73741319444444,3.58333333333333,3.875
22.75,3.7505787037037,3.625,3.875
23,3.7544849537037,3.60416666666667,3.89583333333333
23.25,3.76432291666667,3.58333333333333,3.875
23.5,3.77734375,3.64583333333333,3.875
23.75,3.78110532407407,3.6875,3.89583333333333
24,3.78949652777778,3.6875,3.91666666666667
24.25,3.80078125,3.72916666666667,3.89583333333333
24.5,3.79976851851852,3.70833333333333,4
24.75,3.81163194444444,3.6875,3.91666666666667
25,3.81987847222222,3.72916666666667,4.02083333333333
25.25,3.82609953703704,3.6875,4
25.5,3.82942708333333,3.6875,3.97916666666667
25.75,3.8443287037037,3.72916666666667,3.97916666666667
26,3.84476273148148,3.72916666666667,3.95833333333333
26.25,3.85778356481481,3.72916666666667,3.97916666666667
26.5,3.86863425925926,3.75,4
26.75,3.87225115740741,3.77083333333333,3.97916666666667
27,3.88179976851852,3.77083333333333,4.02083333333333
27.25,3.89554398148148,3.75,4
27.5,3.90263310185185,3.79166666666667,4.04166666666667
27.75,3.9140625,3.79166666666667,4.0625
28,3.91840277777778,3.79166666666667,4.125
28.25,3.92997685185185,3.77083333333333,4.10416666666667
28.5,3.94401041666667,3.77083333333333,4.08333333333333
28.75,3.95037615740741,3.77083333333333,4.125
29,3.95847800925926,3.8125,4.10416666666667
29.25,3.96498842592593,3.83333333333333,4.0625
29.5,3.97771990740741,3.85416666666667,4.10416666666667
29.75,3.98813657407407,3.875,4.14583333333333
30,3.9994212962963,3.89583333333333,4.10416666666667
30.25,4.0083912037037,3.875,4.125
30.5,4.02242476851852,3.875,4.125
30.75,4.03327546296296,3.91666666666667,4.14583333333333
31,4.04050925925926,3.9375,4.1875
31.25,4.05642361111111,3.9375,4.16666666666667
31.5,4.0619212962963,3.89583333333333,4.1875
31.75,4.07826967592593,3.95833333333333,4.20833333333333
32,4.08897569444444,3.97916666666667,4.1875
32.25,4.10445601851852,4.02083333333333,4.27083333333333
32.5,4.11501736111111,4.02083333333333,4.25
32.75,4.12471064814815,4.04166666666667,4.25
33,4.13585069444444,4.04166666666667,4.25
33.25,4.14742476851852,4.0625,4.27083333333333
33.5,4.16102430555556,4.04166666666667,4.3125
33.75,4.18258101851852,4.0625,4.29166666666667
34,4.18735532407407,4.04166666666667,4.3125
34.25,4.20196759259259,4.0625,4.33333333333333
34.5,4.21354166666667,4.10416666666667,4.33333333333333
34.75,4.22829861111111,4.10416666666667,4.35416666666667
35,4.23857060185185,4.125,4.33333333333333
35.25,4.25361689814815,4.14583333333333,4.33333333333333
35.5,4.27083333333333,4.14583333333333,4.39583333333333
35.75,4.28428819444444,4.1875,4.39583333333333
36,4.296875,4.1875,4.41666666666667
36.25,4.30758101851852,4.14583333333333,4.41666666666667
36.5,4.32711226851852,4.22916666666667,4.41666666666667
36.75,4.33506944444444,4.25,4.45833333333333
37,4.34606481481481,4.25,4.41666666666667
37.25,4.3671875,4.25,4.5
37.5,4.38396990740741,4.25,4.47916666666667
37.75,4.39814814814815,4.29166666666667,4.47916666666667
38,4.40986689814815,4.3125,4.54166666666667
38.25,4.42737268518519,4.3125,4.5625
38.5,4.44921875,4.35416666666667,4.5625
38.75,4.46209490740741,4.29166666666667,4.625
39,4.48307291666667,4.3125,4.625
39.25,4.49450231481481,4.35416666666667,4.60416666666667
39.5,4.515625,4.39583333333333,4.6875
39.75,4.52980324074074,4.39583333333333,4.64583333333333
40,4.55150462962963,4.4375,4.64583333333333
40.25,4.56872106481481,4.45833333333333,4.70833333333333
40.5,4.58550347222222,4.4375,4.72916666666667
40.75,4.60532407407407,4.47916666666667,4.8125
41,4.62065972222222,4.52083333333333,4.72916666666667
41.25,4.64033564814815,4.47916666666667,4.79166666666667
41.5,4.66247106481481,4.54166666666667,4.77083333333333
41.75,4.67549189814815,4.58333333333333,4.79166666666667
42,4.6958912037037,4.58333333333333,4.8125
42.25,4.71440972222222,4.60416666666667,4.875
42.5,4.73567708333333,4.5625,4.89583333333333
42.75,4.75405092592593,4.64583333333333,4.875
43,4.77473958333333,4.66666666666667,4.89583333333333
43.25,4.79918981481481,4.6875,4.9375
43.5,4.81640625,4.6875,4.89583333333333
43.75,4.84302662037037,4.6875,4.97916666666667
44,4.85329861111111,4.70833333333333,4.95833333333333
44.25,4.88758680555556,4.75,5
44.5,4.90610532407407,4.79166666666667,5.02083333333333
44.75,4.92881944444444,4.83333333333333,5.0625
45,4.94661458333333,4.83333333333333,5.10416666666667
45.25,4.96976273148148,4.875,5.10416666666667
45.5,5.00086805555556,4.89583333333333,5.14583333333333
45.75,5.02083333333333,4.9375,5.14583333333333
46,5.04890046296296,4.91666666666667,5.1875
46.25,5.06756365740741,4.91666666666667,5.1875
46.5,5.09259259259259,4.95833333333333,5.22916666666667
46.75,5.11964699074074,5.02083333333333,5.22916666666667
47,5.14554398148148,5.04166666666667,5.29166666666667
47.25,5.16999421296296,5.04166666666667,5.3125
47.5,5.1958912037037,5.04166666666667,5.35416666666667
47.75,5.22366898148148,5.08333333333333,5.33333333333333
48,5.25130208333333,5.16666666666667,5.35416666666667
48.25,5.27951388888889,5.125,5.4375
48.5,5.30555555555556,5.10416666666667,5.4375
48.75,5.32826967592593,5.20833333333333,5.45833333333333
49,5.36530671296296,5.27083333333333,5.47916666666667
49.25,5.39467592592593,5.27083333333333,5.54166666666667
49.5,5.42491319444444,5.28125,5.58333333333333
49.75,5.44950810185185,5.29166666666667,5.60416666666667
50,5.4810474537037,5.375,5.625
50.25,5.51953125,5.41666666666667,5.64583333333333
50.5,5.55353009259259,5.39583333333333,5.72916666666667
50.75,5.57638888888889,5.4375,5.6875
51,5.6060474537037,5.47916666666667,5.75
51.25,5.6439525462963,5.54166666666667,5.77083333333333
51.5,5.68344907407407,5.58333333333333,5.8125
51.75,5.71643518518519,5.60416666666667,5.85416666666667
